Título;Enlace;Fecha;Primeros_Párrafos;Etiqueta;text;idioma;loc_final
Assassinen a trets un jove de 24 anys a Salou;https://www.ara.cat/societat/maten-trets-home-zona-d-oci-salou_1_4366471.html;10/05/2022;SalouEls Mossos d'Esquadra busquen dos homes involucrats en un tiroteig que, ahir poc abans de les onze de la nit, va acabar amb la mort d'un ciutadà francès de 24 anys al carrer Saragossa de Salou (Tarragonès), un espai de vianants ple de terrasses, just davant del restaurant El Abuelo. La víctima va rebre tres trets. Enmig de l'estupor de la gent, el jove va caure desplomat i tres homes van sortir corrents. Dos cambrers d'un establiment molt pròxim van aconseguir interceptar un tercer implicat a la cantonada amb el carrer Barbastre, on el van retenir sense saber que anava armat amb una arma curta i una navalla. El van immobilitzar de bocaterrosa fins que va arribar la Policia Local i els agents el van detenir, enmig dels insults de l'individu, tal com es pot veure en un vídeo enregistrat per testimonis que corre per les xarxes socials. La divisió de recerca criminal (DIC) dels Mossos d'Esquadra s'ha fet càrrec del cas, que, segons fonts pròximes, amb tota probabilitat té un rerefons de tràfic de drogues.;Successos;Assassinen a trets un jove de 24 anys a Salou SalouEls Mossos d'Esquadra busquen dos homes involucrats en un tiroteig que, ahir poc abans de les onze de la nit, va acabar amb la mort d'un ciutadà francès de 24 anys al carrer Saragossa de Salou (Tarragonès), un espai de vianants ple de terrasses, just davant del restaurant El Abuelo. La víctima va rebre tres trets. Enmig de l'estupor de la gent, el jove va caure desplomat i tres homes van sortir corrents. Dos cambrers d'un establiment molt pròxim van aconseguir interceptar un tercer implicat a la cantonada amb el carrer Barbastre, on el van retenir sense saber que anava armat amb una arma curta i una navalla. El van immobilitzar de bocaterrosa fins que va arribar la Policia Local i els agents el van detenir, enmig dels insults de l'individu, tal com es pot veure en un vídeo enregistrat per testimonis que corre per les xarxes socials. La divisió de recerca criminal (DIC) dels Mossos d'Esquadra s'ha fet càrrec del cas, que, segons fonts pròximes, amb tota probabilitat té un rerefons de tràfic de drogues.;ca;Cataluña
Investiguen la mort a ganivetades d'un taxista a Lleida;https://www.ara.cat/societat/successos/investiguen-mort-ganivetades-d-taxista-lleida_1_4333918.html;10/04/2022;BarcelonaBrutal agressió a un taxista, aquesta matinada, a Lleida. L'home ha sigut atacat a ganivetades i ha acabat morint a l'Hospital Arnau de Vilanova, on havia ingressat en estat crític. Els Mossos d'Esquadra investiguen l'homicidi i no descarten cap línia, tot i que fonts pròximes al cas han informat l'ACN que les primeres hipòtesis apunten a un intent de robatori. Segons les mateixes fonts, la víctima hauria rebut entre 10 i 12 punyalades al coll i l'esquena. L'avís del succés s'ha rebut a les 02.30 hores de la matinada d'aquest diumenge al carrer del Sifó, al barri de la Bordeta, al sud-est de la capital de Ponent.;Successos;Investiguen la mort a ganivetades d'un taxista a Lleida BarcelonaBrutal agressió a un taxista, aquesta matinada, a Lleida. L'home ha sigut atacat a ganivetades i ha acabat morint a l'Hospital Arnau de Vilanova, on havia ingressat en estat crític. Els Mossos d'Esquadra investiguen l'homicidi i no descarten cap línia, tot i que fonts pròximes al cas han informat l'ACN que les primeres hipòtesis apunten a un intent de robatori. Segons les mateixes fonts, la víctima hauria rebut entre 10 i 12 punyalades al coll i l'esquena. L'avís del succés s'ha rebut a les 02.30 hores de la matinada d'aquest diumenge al carrer del Sifó, al barri de la Bordeta, al sud-est de la capital de Ponent.;ca;Cataluña
Disfressat de dona gran per aconseguir atracar una joieria;https://www.ara.cat/societat/disfressat-dona-gran-punta-pistola-aixi-atracar-joieria-tarragona_1_4327273.html;05/04/2022;BarcelonaSabia que la seva aparença, tot i dur una mascareta que li tapava mitja cara però que ara no és motiu de sospita, generaria dubtes. Per això, per aconseguir que li obrissin la porta, no es va posar només la mascareta, sinó també una perruca, unes ulleres de sol, una crossa i un vestit, per semblar així una dona gran. Va trucar al timbre d’una joieria de Tarragona i les treballadores van caure al parany, perquè no es van adonar que anava disfressat i el van deixar passar. De seguida va deixar la crossa a terra per assegurar que no es tanqués la porta, i de la bossa de mà que remenava en va treure una pistola –simulada però que semblava real– per amenaçar les dues treballadores. Aquesta és la seqüència que van captar les càmeres de la joieria del centre de Tarragona que un home va atracar el 16 de març a les dues del migdia. Un cop a dins, el lladre ja va deixar “d’ocultar la seva identitat”, explica el cap de l’àrea central d’investigació de patrimoni dels Mossos d’Esquadra, el subinspector Jonatan Herrera. Les treballadores van poder precisar que era un home que anava disfressat i que tenia un accent gallec. Però mentre les apuntava amb la pistola, el lladre va exigir que li obrissin diversos aparadors per agafar joies i rellotges d’alta gamma i en va marxar amb un botí valorat en 231.500 euros. A fora del local, l’esperava no gaire lluny una dona amb un cotxe.;Successos;Disfressat de dona gran per aconseguir atracar una joieria BarcelonaSabia que la seva aparença, tot i dur una mascareta que li tapava mitja cara però que ara no és motiu de sospita, generaria dubtes. Per això, per aconseguir que li obrissin la porta, no es va posar només la mascareta, sinó també una perruca, unes ulleres de sol, una crossa i un vestit, per semblar així una dona gran. Va trucar al timbre d’una joieria de Tarragona i les treballadores van caure al parany, perquè no es van adonar que anava disfressat i el van deixar passar. De seguida va deixar la crossa a terra per assegurar que no es tanqués la porta, i de la bossa de mà que remenava en va treure una pistola –simulada però que semblava real– per amenaçar les dues treballadores. Aquesta és la seqüència que van captar les càmeres de la joieria del centre de Tarragona que un home va atracar el 16 de març a les dues del migdia. Un cop a dins, el lladre ja va deixar “d’ocultar la seva identitat”, explica el cap de l’àrea central d’investigació de patrimoni dels Mossos d’Esquadra, el subinspector Jonatan Herrera. Les treballadores van poder precisar que era un home que anava disfressat i que tenia un accent gallec. Però mentre les apuntava amb la pistola, el lladre va exigir que li obrissin diversos aparadors per agafar joies i rellotges d’alta gamma i en va marxar amb un botí valorat en 231.500 euros. A fora del local, l’esperava no gaire lluny una dona amb un cotxe.;ca;Cataluña
Troben morta una dona d'uns 30 anys al port de Barcelona;https://www.ara.cat/societat/successos/troben-morta-dona-d-30-anys-port-barcelona_1_4317465.html;27/03/2022;BarcelonaLa Guàrdia Civil ha localitzat aquest diumenge cap a les 10.45 h del matí el cos d'una dona morta al port de Barcelona. Segons han confirmat fonts de la Guàrdia Civil a l'ARA, es tracta d'una dona d'uns 30 anys que ha aparegut al moll de Ponent, sota del pont de la Porta d'Europa. Alertades per la troballa, diverses patrulles i l'equip d'investigació de delictes contra les persones del cos policial estatal s'han desplaçat fins al lloc dels fets i han començat a fer una primera inspecció ocular i han engegat la investigació. De moment, la dona no ha sigut identificada i, de fet, caldrà esperar a l'aixecament del cadàver i l'autòpsia per saber les causes de la mort, desconegudes per ara. La Guàrdia Civil és qui es fa càrrec de la investigació perquè el cadàver s'ha trobat al port de Barcelona, que queda fora de l'àmbit d'actuació dels Mossos d'Esquadra.;successos;Troben morta una dona d'uns 30 anys al port de Barcelona BarcelonaLa Guàrdia Civil ha localitzat aquest diumenge cap a les 10.45 h del matí el cos d'una dona morta al port de Barcelona. Segons han confirmat fonts de la Guàrdia Civil a l'ARA, es tracta d'una dona d'uns 30 anys que ha aparegut al moll de Ponent, sota del pont de la Porta d'Europa. Alertades per la troballa, diverses patrulles i l'equip d'investigació de delictes contra les persones del cos policial estatal s'han desplaçat fins al lloc dels fets i han començat a fer una primera inspecció ocular i han engegat la investigació. De moment, la dona no ha sigut identificada i, de fet, caldrà esperar a l'aixecament del cadàver i l'autòpsia per saber les causes de la mort, desconegudes per ara. La Guàrdia Civil és qui es fa càrrec de la investigació perquè el cadàver s'ha trobat al port de Barcelona, que queda fora de l'àmbit d'actuació dels Mossos d'Esquadra.;ca;Cataluña
Citen a declarar l'autor dels anònims a Helena Jubany;https://www.ara.cat/societat/nou-sospitos-cas-jubany-l-autor-d-anonims-rebuts-victima_1_4313800.html;24/03/2022;"BarcelonaAvança la nova línia d'investigació en el cas d'Helena Jubany, la bibliotecària que va morir a Sabadell després que algú la tirés al buit des de dalt d'un edifici a finals del 2001. El jutge ha citat a declarar X.J.M., que és l'últim sospitós que ha entrat en joc en el cas, després que la policia científica hagi conclòs que és l’autor d'una part dels anònims que va rebre la víctima abans del crim. El desembre del 2021, quan faltaven hores perquè el crim prescrivís, el jutge va atribuir a X.J.M. la condició d'investigat. La imputació l'havia demanada l'advocat de la família Jubany, Benet Salellas, que després de tornar a repassar totes les proves del cas va trobar un correu electrònic al disc dur de l'ordinador de l'ara acusat que el vinculava amb els anònims. El 10 de gener, el titular del jutjat de primera instància número 2 de Sabadell va requerir a X.J.M. que aportés documents escrits a mà per ell mateix de l'època dels fets. És a dir, de fa vint anys. Però la seva advocada va assegurar que el client havia estat ""rebuscant"" sense èxit algun document d'aquell moment. Tres dies després es va prendre una mostra d'escriptura al sospitós i es va encarregar a la Policia Nacional que comprovés si la grafia es corresponia amb la dels anònims que va rebre la víctima. La conclusió del laboratori de grafoscopia de la policia científica és que l'escriptura coincidia. Per això s'ha citat X.J.M. a declarar en qualitat d'investigat el divendres, 1 d'abril.";successos;"Citen a declarar l'autor dels anònims a Helena Jubany BarcelonaAvança la nova línia d'investigació en el cas d'Helena Jubany, la bibliotecària que va morir a Sabadell després que algú la tirés al buit des de dalt d'un edifici a finals del 2001. El jutge ha citat a declarar X.J.M., que és l'últim sospitós que ha entrat en joc en el cas, després que la policia científica hagi conclòs que és l’autor d'una part dels anònims que va rebre la víctima abans del crim. El desembre del 2021, quan faltaven hores perquè el crim prescrivís, el jutge va atribuir a X.J.M. la condició d'investigat. La imputació l'havia demanada l'advocat de la família Jubany, Benet Salellas, que després de tornar a repassar totes les proves del cas va trobar un correu electrònic al disc dur de l'ordinador de l'ara acusat que el vinculava amb els anònims. El 10 de gener, el titular del jutjat de primera instància número 2 de Sabadell va requerir a X.J.M. que aportés documents escrits a mà per ell mateix de l'època dels fets. És a dir, de fa vint anys. Però la seva advocada va assegurar que el client havia estat ""rebuscant"" sense èxit algun document d'aquell moment. Tres dies després es va prendre una mostra d'escriptura al sospitós i es va encarregar a la Policia Nacional que comprovés si la grafia es corresponia amb la dels anònims que va rebre la víctima. La conclusió del laboratori de grafoscopia de la policia científica és que l'escriptura coincidia. Per això s'ha citat X.J.M. a declarar en qualitat d'investigat el divendres, 1 d'abril.";ca;Cataluña
Es diu Adelina, té 81 anys i la busquen des de fa dotze dies;https://www.ara.cat/societat/successos/desaparicio-mossos-busquen-adelina-81-anys-des-12-dies_1_4307562.html;18/03/2022;"BarcelonaLa família de l'Adelina fa dotze dies que la busca sense descans. L'últim dia que van veure aquesta veïna de Sant Just Desvern de 81 anys, el 6 de març al vespre, portava una camisa fúcsia, pantalons marrons, una jaqueta de color grana amb pell sintètica negra i sabates negres. Té els cabells blancs, els ulls foscos, una taca de sol al front, té Alzheimer i pot estar desorientada. La filla de l'Adelina va denunciar-ne la desaparició l'endemà. Des d'aleshores els Mossos d'Esquadra han desplegat un dispositiu de recerca i en les últimes hores han intensificat les batudes i la crida a la col·laboració ciutadana per localitzar-la. ""Estem desesperats, cada dia que passa ho veiem tot més negre"", admet la Merche, una de les filles, en una conversa amb l'ARA. El dia 6 de març l'Adelina va anar a dinar amb una amiga de tota la vida, que la va deixar a casa –viu amb el fill– cap a dos quarts de vuit del vespre. En aquell moment no hi havia ningú al domicili i la família calcula que al cap de mitja hora l'Adelina va tornar a sortir al carrer a veure si trobava el fill. Tres veïns la van veure i també la van captar diverses càmeres de seguretat de la zona. L'última la va enregistrar a les 20.55 hores. A partir d'aquí, se'n perd el rastre.";successos;"Es diu Adelina, té 81 anys i la busquen des de fa dotze dies BarcelonaLa família de l'Adelina fa dotze dies que la busca sense descans. L'últim dia que van veure aquesta veïna de Sant Just Desvern de 81 anys, el 6 de març al vespre, portava una camisa fúcsia, pantalons marrons, una jaqueta de color grana amb pell sintètica negra i sabates negres. Té els cabells blancs, els ulls foscos, una taca de sol al front, té Alzheimer i pot estar desorientada. La filla de l'Adelina va denunciar-ne la desaparició l'endemà. Des d'aleshores els Mossos d'Esquadra han desplegat un dispositiu de recerca i en les últimes hores han intensificat les batudes i la crida a la col·laboració ciutadana per localitzar-la. ""Estem desesperats, cada dia que passa ho veiem tot més negre"", admet la Merche, una de les filles, en una conversa amb l'ARA. El dia 6 de març l'Adelina va anar a dinar amb una amiga de tota la vida, que la va deixar a casa –viu amb el fill– cap a dos quarts de vuit del vespre. En aquell moment no hi havia ningú al domicili i la família calcula que al cap de mitja hora l'Adelina va tornar a sortir al carrer a veure si trobava el fill. Tres veïns la van veure i també la van captar diverses càmeres de seguretat de la zona. L'última la va enregistrar a les 20.55 hores. A partir d'aquí, se'n perd el rastre.";ca;Cataluña
Cau una fàbrica de bitllets falsos que va col·locar mig milió d'euros des del Tarragonès;https://www.ara.cat/societat/successos/cau-fabrica-bitllets-falsos-col-locar-mig-milio-d-euros-des-tarragones_1_4299695.html;11/03/2022;"BarcelonaUna mare i un fill van crear al Tarragonès una autèntica fàbrica de bitllets falsos que, només durant l'any passat, hauria aconseguit introduir al mercat mig milió d'euros en bitllets de 50 i 20 euros. En van adquirir un holograma d'alta qualitat i tenien tres centres d'impressió, dos a Salou i a Reus i un tercer, que havia obert un col·laborador, a Alemanya. Els Mossos d'Esquadra i la Policia Nacional els considera el grup més prolífic a l'hora d'introduir moneda falsa a l'Estat en tot l'any passat. De fet, els investigadors tenen clar que una part dels diners que van fabricar encara circulen. A principis de març, els agents van detenir els dos líders del grup i una dotzena de persones més. El jutge ha enviat el fill a la presó: és a qui van confiscar més diners. Segons els Mossos, la xarxa funcionava a través de tres grups: el principal el constituïen els falsificadors, que imprimien els bitllets falsos i els venien a través de la dark web. El segon esglaó l'integrava un altre nucli que distribuïa els bitllets falsos a través de Telegram i Instagram a terceres persones que, a canvi d'una comissió, es dedicaven a col·locar les falsificacions comprant productes a través de plataformes com ara Wallapop. El cap de la Unitat Central de Falsificació de Moneda dels Mossos, el sergent Sergi Sànchez, explica que adquirir un bitllet fals dels que fabricava la xarxa costava ""entre un 5% i un 10% del valor real del bitllet"". És a dir, un bitllet fals de 50 euros podia costar-ne fins a 5, i un de 20 euros fins a 2.";successos;"Cau una fàbrica de bitllets falsos que va col·locar mig milió d'euros des del Tarragonès BarcelonaUna mare i un fill van crear al Tarragonès una autèntica fàbrica de bitllets falsos que, només durant l'any passat, hauria aconseguit introduir al mercat mig milió d'euros en bitllets de 50 i 20 euros. En van adquirir un holograma d'alta qualitat i tenien tres centres d'impressió, dos a Salou i a Reus i un tercer, que havia obert un col·laborador, a Alemanya. Els Mossos d'Esquadra i la Policia Nacional els considera el grup més prolífic a l'hora d'introduir moneda falsa a l'Estat en tot l'any passat. De fet, els investigadors tenen clar que una part dels diners que van fabricar encara circulen. A principis de març, els agents van detenir els dos líders del grup i una dotzena de persones més. El jutge ha enviat el fill a la presó: és a qui van confiscar més diners. Segons els Mossos, la xarxa funcionava a través de tres grups: el principal el constituïen els falsificadors, que imprimien els bitllets falsos i els venien a través de la dark web. El segon esglaó l'integrava un altre nucli que distribuïa els bitllets falsos a través de Telegram i Instagram a terceres persones que, a canvi d'una comissió, es dedicaven a col·locar les falsificacions comprant productes a través de plataformes com ara Wallapop. El cap de la Unitat Central de Falsificació de Moneda dels Mossos, el sergent Sergi Sànchez, explica que adquirir un bitllet fals dels que fabricava la xarxa costava ""entre un 5% i un 10% del valor real del bitllet"". És a dir, un bitllet fals de 50 euros podia costar-ne fins a 5, i un de 20 euros fins a 2.";ca;Cataluña
De Cornellà a Brians 2: així actuava el clan narco que es va infiltrar a la presó;https://www.ara.cat/societat/justicia/cornella-brians-2-aixi-actuava-clan-narco-infiltrar-preso_1_4283549.html;25/02/2022;BarcelonaLa xarxa de narcotràfic amb epicentre a la presó de Brians 2 desmantellada dimarts havia estès els tentacles a unes quantes localitats. Segons els Mossos d'Esquadra, actuaven al barri de Sant Ildefons de Cornellà de Llobregat, a Sant Feliu de Llobregat, a l'Hospitalet de Llobregat, a Terrassa i a Sabadell. Amb la col·laboració de tres funcionaris i un treballador del Centre d'Iniciatives per a la Reinserció (CIRE), el grup s'havia infiltrat també a la presó, on entrava marihuana, cocaïna i haixix, que després dotze interns revenien a la resta de reclusos. Els investigadors han pogut acreditar que alguns dels treballadors públics obtenien un sobresou traficant amb drogues fora de la presó, mentre que els altres ajudaven la xarxa a vendre les substàncies a l'interior del centre penitenciari, aprofitant els tallers de formació i reinserció laboral que s'hi fan. Una funcionària i el treballador del CIRE que col·laboraven amb la trama han estat suspesos de sou i feina, segons fonts pròximes al cas consultades per l'ARA. Els altres dos funcionaris implicats ja estaven de baixa i tampoc es reincorporaran de moment al lloc de treball, mentre la direcció de Presons estudia si se'ls aplica alguna sanció més.;successos;De Cornellà a Brians 2: així actuava el clan narco que es va infiltrar a la presó BarcelonaLa xarxa de narcotràfic amb epicentre a la presó de Brians 2 desmantellada dimarts havia estès els tentacles a unes quantes localitats. Segons els Mossos d'Esquadra, actuaven al barri de Sant Ildefons de Cornellà de Llobregat, a Sant Feliu de Llobregat, a l'Hospitalet de Llobregat, a Terrassa i a Sabadell. Amb la col·laboració de tres funcionaris i un treballador del Centre d'Iniciatives per a la Reinserció (CIRE), el grup s'havia infiltrat també a la presó, on entrava marihuana, cocaïna i haixix, que després dotze interns revenien a la resta de reclusos. Els investigadors han pogut acreditar que alguns dels treballadors públics obtenien un sobresou traficant amb drogues fora de la presó, mentre que els altres ajudaven la xarxa a vendre les substàncies a l'interior del centre penitenciari, aprofitant els tallers de formació i reinserció laboral que s'hi fan. Una funcionària i el treballador del CIRE que col·laboraven amb la trama han estat suspesos de sou i feina, segons fonts pròximes al cas consultades per l'ARA. Els altres dos funcionaris implicats ja estaven de baixa i tampoc es reincorporaran de moment al lloc de treball, mentre la direcció de Presons estudia si se'ls aplica alguna sanció més.;ca;Cataluña
Deu detinguts per una trama de narcotràfic a la presó de Brians 2 amb funcionaris implicats;https://www.ara.cat/societat/successos/mossos-detenen-deu-persones-trama-trafic-drogues-preso-brians-2_1_4280290.html;22/02/2022;BarcelonaEls Mossos d'Esquadra investiguen una trama de tràfic de drogues amb epicentre a la presó de Brians 2. Segons fonts policials consultades per l'ARA, els agents de la Divisió d'Investigació Criminal segueixen la pista d'una organització criminal dedicada al narcotràfic amb la connivència de diversos funcionaris i interns del centre penitenciari. En total els agents han detingut aquest dimarts 10 persones, entre les quals hi ha quatre funcionaris del centre penitenciari, segons ha avançat la periodista Anna Punsí. Segons les fonts consultades per aquesta redacció, en el marc de l'operatiu, treballadors de la presó han escorcollat tretze cel·les de la presó on hi conviuen diversos interns presumptament implicats en la trama, que han estat traslladats al departament especial del centre. Hi buscaven drogues i telèfons mòbils que provessin la seva participació en l'organització criminal. La investigació –que un jutge de Martorell manté sota secret de sumari– també afectaria quatre funcionaris, que han quedat detinguts. Agents dels Mossos d'Esquadra han escorcollat els seus domicilis a la recerca d'altres proves pel cas.;successos;Deu detinguts per una trama de narcotràfic a la presó de Brians 2 amb funcionaris implicats BarcelonaEls Mossos d'Esquadra investiguen una trama de tràfic de drogues amb epicentre a la presó de Brians 2. Segons fonts policials consultades per l'ARA, els agents de la Divisió d'Investigació Criminal segueixen la pista d'una organització criminal dedicada al narcotràfic amb la connivència de diversos funcionaris i interns del centre penitenciari. En total els agents han detingut aquest dimarts 10 persones, entre les quals hi ha quatre funcionaris del centre penitenciari, segons ha avançat la periodista Anna Punsí. Segons les fonts consultades per aquesta redacció, en el marc de l'operatiu, treballadors de la presó han escorcollat tretze cel·les de la presó on hi conviuen diversos interns presumptament implicats en la trama, que han estat traslladats al departament especial del centre. Hi buscaven drogues i telèfons mòbils que provessin la seva participació en l'organització criminal. La investigació –que un jutge de Martorell manté sota secret de sumari– també afectaria quatre funcionaris, que han quedat detinguts. Agents dels Mossos d'Esquadra han escorcollat els seus domicilis a la recerca d'altres proves pel cas.;ca;Cataluña
Bombers continuen remullant zones que fumegen com l'espai entre el cap Blanc i la cala Rostella de Roses, on es veu q surt fum;https://www.ara.cat/societat/successos/bombers-continuen-remullant-zones-fumegen-l-espai-cap-blanc-cala-rostella-roses-veu-q-surt-fum_8_4280141.html;22/02/2022;;successos;Bombers continuen remullant zones que fumegen com l'espai entre el cap Blanc i la cala Rostella de Roses, on es veu q surt fum nan;ca;Cataluña
Les famílies dels pescadors desapareguts reclamen responsabilitats després que se suspengui la recerca;https://www.ara.cat/societat/successos/families-dels-pescadors-desapareguts-reclamen-responsabilitats-despres-suspengui-recerca_1_4274492.html;17/02/2022;"BarcelonaLes poques esperances de trobar algú amb vida i les males condicions meteorològiques han fet que les autoritats canadenques hagin posat fi a les tasques de recerca i rescat dels dotze tripulants desapareguts després de l'enfonsament d'un pesquer gallec a 450 quilòmetres de Terranova (Canadà) dimarts al matí. Tres mariners van sobreviure al naufragi i s'han recuperat nou cossos, tot i que inicialment, per error, es va dir que eren deu. Aquest dijous el ministre de Pesca, Agricultura i Alimentació, Luis Planas, té previst viatjar a Galícia per donar suport a les famílies dels pescadors, que havien demanat continuar amb la recerca i ara esperen que es depurin responsabilitats, ""no per venjança, sinó perquè una cosa així no torni a passar"", deia Kevin, el fill d'un dels pescadors gallecs desapareguts, de 53 anys.";successos;"Les famílies dels pescadors desapareguts reclamen responsabilitats després que se suspengui la recerca BarcelonaLes poques esperances de trobar algú amb vida i les males condicions meteorològiques han fet que les autoritats canadenques hagin posat fi a les tasques de recerca i rescat dels dotze tripulants desapareguts després de l'enfonsament d'un pesquer gallec a 450 quilòmetres de Terranova (Canadà) dimarts al matí. Tres mariners van sobreviure al naufragi i s'han recuperat nou cossos, tot i que inicialment, per error, es va dir que eren deu. Aquest dijous el ministre de Pesca, Agricultura i Alimentació, Luis Planas, té previst viatjar a Galícia per donar suport a les famílies dels pescadors, que havien demanat continuar amb la recerca i ara esperen que es depurin responsabilitats, ""no per venjança, sinó perquè una cosa així no torni a passar"", deia Kevin, el fill d'un dels pescadors gallecs desapareguts, de 53 anys.";ca;Cataluña
El pistoler abatut a Tarragona tenia cinc armes curtes i un fusell semiautomàtic;https://www.ara.cat/societat/successos/pistoler-abatut-tarragona-tenia-cinc-armes-curtes-fusell-semiautomatic_1_4212946.html;15/12/2021;AlcoverEl pistoler abatut aquest dimarts pels Mossos d'Esquadra, E.M.S., després d'haver malferit a trets tres excompanys seus de feina i un mosso a Tarragona, freqüentava sovint un club de tir i tenia en el seu poder diverses armes, cinc de curtes i un fusell semiautomàtic. En l'escorcoll que han fet els Mossos a casa seva, a Alcover (Alt Camp), hi han trobat un armer per guardar-hi les pistoles i una caixa forta. L'home, que era extreballador a Securitas Seguridad, era soci des de feia 15 anys del club de tir olímpic Jordi Tarragó, del barri tarragoní de Sant Salvador: segons ha explicat el seu president, Xavier Fau, el pistoler va fer-se'n soci per fer tir de precisió, però després va dedicar-se més al tir de recorregut, és a dir, tir a blancs mòbils, una pràctica més dinàmica en què els blancs sempre són figures geomètriques i al tirador l'acompanya un àrbitre, però que, per qüestions administratives, el club tarragoní havia suspès aquest any. E.M.S. va optar aleshores per anar a altres galeries de tir a Sabadell i a Lleida, tot i que va seguir freqüentant el centre tarragoní per practicar tir de precisió.;successos;El pistoler abatut a Tarragona tenia cinc armes curtes i un fusell semiautomàtic AlcoverEl pistoler abatut aquest dimarts pels Mossos d'Esquadra, E.M.S., després d'haver malferit a trets tres excompanys seus de feina i un mosso a Tarragona, freqüentava sovint un club de tir i tenia en el seu poder diverses armes, cinc de curtes i un fusell semiautomàtic. En l'escorcoll que han fet els Mossos a casa seva, a Alcover (Alt Camp), hi han trobat un armer per guardar-hi les pistoles i una caixa forta. L'home, que era extreballador a Securitas Seguridad, era soci des de feia 15 anys del club de tir olímpic Jordi Tarragó, del barri tarragoní de Sant Salvador: segons ha explicat el seu president, Xavier Fau, el pistoler va fer-se'n soci per fer tir de precisió, però després va dedicar-se més al tir de recorregut, és a dir, tir a blancs mòbils, una pràctica més dinàmica en què els blancs sempre són figures geomètriques i al tirador l'acompanya un àrbitre, però que, per qüestions administratives, el club tarragoní havia suspès aquest any. E.M.S. va optar aleshores per anar a altres galeries de tir a Sabadell i a Lleida, tot i que va seguir freqüentant el centre tarragoní per practicar tir de precisió.;ca;Cataluña
Valentín i Óscar: dues execucions en 12 dies que continuen obertes;https://www.ara.cat/societat/successos/assassinat-sant-adria-besos-cerdanyola-valles-valentin-moreno-oscar_1_4209338.html;12/12/2021;BarcelonaUnes flors i unes espelmes al costat de la vorera. Els habituals del carrer saben perfectament per què hi són. És el punt on van matar un veí del barri fa pocs dies. Va ser una execució: li van disparar per l’esquena amb una arma de foc. L’escena és poc habitual a Catalunya però s’ha repetit en 12 dies de diferència en dos municipis diferents. El primer crim va ser el 18 de novembre al vespre a Sant Adrià de Besòs i el segon el 30 de novembre al matí a Cerdanyola del Vallès. Els Mossos d’Esquadra han obert una investigació per a cada cas i de moment continuen obertes. No consta que s’hagi fet cap detenció ni tampoc que els dos assassinats tinguin relació. Valentín Moreno estava a punt d’arribar al bar de Sant Adrià on se’l podia trobar sovint. Allà l’esperaven la seva dona i les seves filles. Ho explica un home que es presenta com un amic seu –prefereix no identificar-se amb el nom–. Quan Moreno recorria a peu el carrer que el portava al bar i li faltaven pocs metres per arribar-hi, en una zona també pròxima al seu domicili, va rebre dos trets, un dels quals al cap. Algú el va apuntar per darrere i el va matar. Tot i que va ingressar el 18 de novembre amb vida a l’Hospital Germans Trias i Pujol (Can Ruti) de Badalona, l’endemà va morir. Moreno tenia 39 anys i havia complert vuit anys d’internament en un centre de menors per un crim del 2000, que el va donar a conèixer amb el sobrenom de l’Assassí de la Vila Olímpica. La nit d’aquell crim ell feia 18 anys però encara se li va aplicar la jurisdicció de menors.;successos;Valentín i Óscar: dues execucions en 12 dies que continuen obertes BarcelonaUnes flors i unes espelmes al costat de la vorera. Els habituals del carrer saben perfectament per què hi són. És el punt on van matar un veí del barri fa pocs dies. Va ser una execució: li van disparar per l’esquena amb una arma de foc. L’escena és poc habitual a Catalunya però s’ha repetit en 12 dies de diferència en dos municipis diferents. El primer crim va ser el 18 de novembre al vespre a Sant Adrià de Besòs i el segon el 30 de novembre al matí a Cerdanyola del Vallès. Els Mossos d’Esquadra han obert una investigació per a cada cas i de moment continuen obertes. No consta que s’hagi fet cap detenció ni tampoc que els dos assassinats tinguin relació. Valentín Moreno estava a punt d’arribar al bar de Sant Adrià on se’l podia trobar sovint. Allà l’esperaven la seva dona i les seves filles. Ho explica un home que es presenta com un amic seu –prefereix no identificar-se amb el nom–. Quan Moreno recorria a peu el carrer que el portava al bar i li faltaven pocs metres per arribar-hi, en una zona també pròxima al seu domicili, va rebre dos trets, un dels quals al cap. Algú el va apuntar per darrere i el va matar. Tot i que va ingressar el 18 de novembre amb vida a l’Hospital Germans Trias i Pujol (Can Ruti) de Badalona, l’endemà va morir. Moreno tenia 39 anys i havia complert vuit anys d’internament en un centre de menors per un crim del 2000, que el va donar a conèixer amb el sobrenom de l’Assassí de la Vila Olímpica. La nit d’aquell crim ell feia 18 anys però encara se li va aplicar la jurisdicció de menors.;ca;Cataluña
