Título;Enlace;Fecha;Primeros_Párrafos
A la presó un home per tres robatoris violents a persones grans de Santa Coloma;https://www.elperiodico.cat/ca/santa-coloma/20220726/prision-home-tres-robatoris-violents-persones-grans-santa-coturo-14166471;26/07/2022;ElsMossos d’Esquadravan detenir el 21 de juliolun home de 27 anyscom a presumpte autor detres delictes de robatori amb violència i/o intimidació a Santa Coloma de Gramenet(Barcelonès). Segons han assenyalat des de la policia catalana, en els tres casos el lladre va escollir personesd’edat avançada amb mobilitat reduïdaque seguia i, quan veia el moment oportú, les assaltava.
Orbeez Challenge, el repte viral de TikTok que ja ha segat la vida d’un jove;https://www.elperiodico.cat/ca/successos/20220726/orbeez-challenge-mort-tik-tok-14165568;26/07/2022;L’Orbeez Challenge,un desafiament molt popular aTikTokque consisteix a disparar boles plenes de gel a estranys, ha segat una vida a Nova York: un oficial de policia va disparar a Raymond Chaluisant, de 18 anys, dijous passat, quan el noi viatjava al seu cotxe, informa el diari ‘The Daily News’.  Chaluisant va disparar a l’agentuna bola de gel d’aigua, però l’oficial es va pensar que es tractava d’unaarma de veritat i va disparar, amb la mort del noi com a resultat.
Vídeo | En estat molt greu una noia després de ser atropellada a la sortida d’una discoteca a Bilbao;https://www.elperiodico.cat/ca/successos/20220726/video-gravi-jove-atropellada-discoteca-fever-bilbao-14165502;26/07/2022;Unanoia va resultar ferida molt greu aquest dilluns a la matinadaal seratropellada per un cotxe que va arrencar de forma bruscaquan estava davant del vehicle a la sortida de ladiscoteca FeverdeBilbao.
Unes noies denuncien una submissió química a Barcelona;https://www.elperiodico.cat/ca/successos/20220725/noies-denuncien-sumision-quimica-discoteca-barcelona-dv-14161259;25/07/2022;Misteriosa onada de punxades amb xeringues en discos de França i el Regne Unit
VÍDEO | Així roben els ‘punxarodes’ d’autopista;https://www.elperiodico.cat/ca/successos/20220725/video-pincharruedas-autopista-mossos-robatoris-14161002;25/07/2022;Elslladres d’autopistes són un dels problemes de la seguretat ciutadana. Acostumen a actuar contra turistes estrangers i fan els seus cops en diferents comunitats autònomes. Com a conseqüència d’això,l’acció de la justícia contra ells sol ser molt difícil,excepte que siguin atrapats ‘in fraganti’ o es prenguin mesures d’autoprotecció.
Rescatat un nen de 3 anys despullat i plorant en un balcó de Badalona;https://www.elperiodico.com/es/badalona/20220723/rescate-nino-badalona-barcelona-polemica-twitter-garcia-albiol-14149665;23/07/2022;Guardia Urbana de Badalona./ Ayuntamiento de Badalona Bajo la firma ‘El Periódico’ se podrán encontrar informaciones de actualidad realizadas de manera conjunta por varios miembros del equipo de última hora u otra sección, elaborada con distintas fuentes y en la que ninguna de las aportaciones sea prioritaria ni incluya una información suficientemente sustantiva como para justificar una firma concreta.
Cop a la venda de droga a la zona d’oci de Salou;https://www.elperiodico.cat/ca/successos/20220722/salou-drogues-zones-oci-14143376;22/07/2022;Agents delsMossosi de la dePolicia Local de Salouhan detingutdos homes, de 42 i 40 anys,com a presumptes autors d’un delicte de tràfic de drogues.
Jorge Ignacio Palma, culpable de l’assassinat de Marta Calvo i de dues dones més;https://www.elperiodico.cat/ca/successos/20220722/judici-marta-calvo-hi-ha-veredicte-14143170;22/07/2022;Eljurat popularha parlat:Jorge Ignacio Palma és culpable els assassinats deMarta Calvo, Lady Marcela Vargas i Arliene Ramos.
Violades per la seva parella: la urgència d’acabar amb una violència oculta;https://www.elperiodico.cat/ca/politica/20220722/violades-semblant-14142820;22/07/2022;Gairebé el 8% de les dones de més de 16 anys que viuen a Espanya han sigut violadesper la seva parella o exparella,el triple de les violades per un desconegut. La violència sexual en l’àmbit íntim continuaoculta i infradetectada. Ara, un equip d’investigadores espanyoles ha descobert que el perfil de víctima de violència sexual en la parella presenta certes diferències respecte a les de violència física o psicològica, per això insten a analitzar aquest fenomen per protegir les dones de forma més eficaç.
Vídeo | Així assaltaven uns lladres entitats bancàries de Barcelona;https://www.elperiodico.cat/ca/successos/20220722/video-lladres-bancs-barcelona-mossos-14141313;22/07/2022;Els Mossoshan detingut tres homescom a presumptes autors de més d’una desena de robatoris amb força en interiord’entitats bancàries de l’àrea de Barcelona, on s’introduïen quan estaven tancats.
¿Viatges aquest estiu amb cotxe? Aquestes són les ciutats i províncies espanyoles on es roben més vehicles;https://www.elperiodico.cat/ca/successos/20220722/robo-cotxes-ciutats-provincies-espanolas-dv-14080888;22/07/2022;A hores d’ara de l’estiu, és més que probable que ja tinguis decidit eldestí de vacancesi segurament fins i tot deus tenir contractat l’allotjament i el mitjà de transport en el cas que siguis d’aquells afortunats que es poden pagar unesvacances fora de la seva ciutat de residència.
Mor d’un cop de calor un home que bustiava publicitat a Paracuellos, Madrid;https://www.elperiodico.cat/ca/successos/20220721/mor-cop-calor-home-buzoneaba-paracolls-madrid-14137573;21/07/2022;Un home de 56 anysha mort aquesta tarda d’un cop de calor mentre treballava repartint publicitat a les bústies de xalets de la localitat de Paracuellos de Jarama (Madrid), ha informat un portaveu d’Emergències Comunitat de Madrid 112.
Una empremta delata el paleta que va intentar matar els seus companys amb un explosiu casolà;https://www.elperiodico.cat/ca/successos/20220721/judici-assassinat-companys-castellbisbal-artefacte-explosiu-14136469;21/07/2022;La seva empremta a la garrafa de gasolina utilitzada per a la fabricació d’un artefacte explosiuel va delatar. Al cap d’unes hores, elsMossos d’Esquadrael van detenir. A casa seva van trobar temporitzadors, plaques electròniques i llumins a què els havien tret el fòsfor.Francisco Javier P., de professió paleta, va seure aquest dijous al banc dels acusatsper, presumptament, intentar matar quatre antics companys de feina col·locant l’artefacte de fabricació casolana al motor d’una excavadora.El fiscal demana per ell 56 anys de presóper quatre delictes d’assassinat en grau de temptativa. Per sort, un dels treballadors va descobrir el dispositiu .
Vídeo | Així van desmantellar els Mossos un ‘grow shop’ de Girona;https://www.elperiodico.cat/ca/successos/20220721/video-grow-xou-girona-marihuana-mossos-14132408;21/07/2022;Agents dels Mossos han desmantellat a Gironauna organització criminalque traficava a escala internacional amb marihuana i han detingut un total de 28 persones de diferents nacionalitats. Del total d’arrestats,20 han ingressat a la presó. A més, s’ha denunciat tres persones i es manté la investigació oberta, cosa que podria motivar la detenció d’altres individus vinculats als fets. El centre d’operacions era un ‘grow shop’ a Girona,un establiment amb productes per al cultiu de marihuana.
Detingut un conductor a Castelldefels per fugir després d’atropellar una dona que anava en patinet;https://www.elperiodico.cat/ca/successos/20220720/detingut-conductor-castelldefels-fugir-atropellar-14125408;20/07/2022;LaPolicia Local de Castelldefels(Baix Llobregat) va detenir la nit passada el conductor d’un turisme peratropellar una dona que anava en patinet,la va ferir de gravetati va fugir del lloc dels fets sense auxiliar-la.
Tercer mort en 24 hores als bous al carrer del País Valencià;https://www.elperiodico.cat/ca/successos/20220720/tercer-mort-amb-prou-feines-24-hores-14123856;20/07/2022;La mort ahir dimarts de dos aficionats alsbous al carrerper cornades aMelianaiPicassenteleva a tres el nombre de morts en festejos taurins populars en un termini de 24 hores alPaís Valencià.
Un dispositiu amb més de 450 mossos colpeja la venda de cocaïna a Badalona;https://www.elperiodico.cat/ca/successos/20220720/venda-cocaina-sant-roc-badalona-mossos-14123674;20/07/2022;Unagran operació policial en què van participar 450 mossosha acabat amb una organització que venia cocaïna en diversos punts de Catalunya, principalment a Badalona. Va tenir lloc dilluns 11 de juliol i va ser un dispositiu simultani a Badalona, Sant Adrià de Besòs, Barcelona, el Vendrell i Calafell. Amb aquesta operació es va desmantellar una organització criminal especialitzada en la venda de cocaïna que actuavaprincipalment al barri de Sant Roc de Badalona.
Detinguts els autors del milionari robatori de 45 ampolles de vi al celler Atrio de Càceres;https://www.elperiodico.cat/ca/gastronomia/20220719/robatori-ampolles-vi-atri-caceres-detinguts-croacia-14120764;19/07/2022;LaPolicia Nacionalha aclarit un dels robatoris més mediàtics dels últims anys, ocorregut a Càceres, el de les45 ampolles de vi al restaurant Atrio, una de les quals valorada en 310.000 euros, amb la detenció de les dues persones autores del robatori, tot i que no s’ha pogut recuperar el botí.
VÍDEO | Dos ferits en un incendi en un edifici de deu plantes de Badalona;https://www.elperiodico.cat/ca/badalona/20220719/ferits-incendi-edifici-10-plantes-badalona-14118294;19/07/2022;Dues persones han resultat ferides enun incendi en un bloc de 10 plantes a Badalona(Barcelonès). ElsBombers de la Generalitathan rebut un avís a les 14.09 h i s’hi han desplaçat ambsis dotacionsfins a la plaça Badalona número 2, on s’ubica l’immoble. Segons expliquen des del mateix cos, els bombers han donat per extingit el foc a les 15.24 h i, després d’això, s’han dedicat a revisar l’estat dels pisos i a ventilar-los.
Vídeo | Gran cop al tràfic de drogues de disseny a l’Eixample de Barcelona;https://www.elperiodico.cat/ca/successos/20220719/video-cop-drogues-diseno-eixample-barcelona-14115194;19/07/2022;ElsMossosi laGuàrdia Urbana de Barcelonahan desmantellat un grup que traficava amb drogues de disseny amb ladetenció de vuit personesi la confiscació de substàncies valorades en1,7 milions d’euros, una de les partides de droga sintèticamés grans interceptades a la ciutat en els últims anys.
Un altre treballador mort a Madrid per un cop de calor;https://www.elperiodico.cat/ca/successos/20220718/treballador-mort-madrid-cop-calor-14109040;18/07/2022;Segons fonts de la UGT, el treballadorva tenir un esvaïmenti els seus companys –que estimen que la temperatura a la nau va arribar als 46 graus– van trucar al servei d’Urgències Mèdiques de Madrid (SUMMA) en vista que «li parlaven i no responia gaire bé»abans que defallís i comencés a convulsar.
Cinc ferits en un tiroteig en una discoteca de Marbella on Froilà celebrava el seu aniversari;https://www.elperiodico.cat/ca/successos/20220718/cinc-ferits-tiroteig-discoteca-marbella-froilan-14106381;18/07/2022;Cinc persones han resultat feridesaquesta matinada en untiroteigque s’ha produït a la discotecaOpium Beach ClubdeMarbella. Segons fonts policials, quatre dels ferits presenten lesions per arma de foc, iuna dona és la que més gravetat presenta. El cinquè, que estàsota custòdia policial com a presumpte autor dels trets,ha ingressat amb ferides d’arma blancaa tòrax i cap.La Policia Nacional s’ha fet càrrec de la investigació amb l’objectiu d’aclarir l’origen dels fets i si hi ha més persones implicades. Altres fonts han confirmat queFroilà de Marichalar i Borbó, el fill de la infanta Elena inebot del rei Felip VI, estava al local quan es van produir els fets amb uns amics amb quicelebrava el seu 24è aniversari.
La cuidadora d’un geriàtric de Sabadell ha robat joies als avis des del 2012;https://www.elperiodico.cat/ca/successos/20220717/cuidadora-geriatric-sabadell-joies-14064898;17/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Els Mossos investiguen un parricidi a Maçanet;https://www.elperiodico.cat/ca/successos/20220716/home-assassina-mare-macanet-selva-girona-14095912;16/07/2022;ElsMossos d’Esquadraestan investigant la mort violenta d’una dona aquest dissabte al migdia aMaçanet de la Selva. Segons fonts pròximes al cas, un fill hauria assassinat la seva mare en un domicili particular del veïnat de Torre Marata,informa el Diari de Girona.
Mor un treballador de la neteja de 60 anys després de tenir un cop de calor a Madrid;https://www.elperiodico.cat/ca/successos/20220716/mor-treballador-neteja-onada-calor-madrid-14095615;16/07/2022;El treballador de 60 anys que ahir va tenir uncop de calormentre treballava entasques de netejaa l’avinguda de San Diego de Puente de Vallecasha mort després de ser traslladat a l’Hospital Gregorio Marañón, han traslladat a Europa Press fonts municipals.
Mor el motorista que va xocar contra un camió divendres a Sarrià;https://www.elperiodico.cat/ca/successos/20220716/mor-motorista-xoco-camion-divendres-14095334;16/07/2022;Un motorista de 48 anysha mort aquest dissabte, 16 de juliol, a l’haver patit el dia anterior un accident de trànsit al districte de Sarrià – Sant Gervasi a l’impactar amb un camió.
Mor una nena que va patir un ofegament en una piscina de Terrassa;https://www.elperiodico.cat/ca/terrassa/20220716/mor-nina-quatre-anus-ofegada-piscina-terrassa-14095405;16/07/2022;Unanena de quatre anysque dijous va patir unofegament en una piscina pública de Terrassa(Vallès Occidental) ha mort aquest dissabte al no poder superar l’estat en el qual va quedar després de l’accident, ha informat l’ajuntament de la localitat, que ha decretatdos dies de dol oficial.
Dos detinguts a Calella per intentar fer fora els okupes del seu pis;https://www.elperiodico.cat/ca/vivenda/20220716/detinguts-calella-fer-fora-okupes-pis-14090515;16/07/2022;Presumpte delictes d’entrada a domicili aliè i coaccions
Enxampat un conductor que circulava a 179 quilòmetres per hora per la C-14 a Verdú;https://www.elperiodico.cat/ca/successos/20220715/enxampat-conductor-circulava-179-quilometres-14090894;15/07/2022;Els Mossos d’Esquadrahan denunciat aquest dijous un conductor de 32 anysper circular a179 quilòmetres per horaen un lloc on la velocitat màxima era de90 quilòmetres per hora.
Presó després de ferir amb una navalla quatre empleats d’un supermercat de Mollet;https://www.elperiodico.cat/ca/mollet-del-valles/20220715/prision-ferir-quatre-treballadors-supermercat-14077128;15/07/2022;Un home va ser detingut dijous passat després de ferir amb una navallaquatre treballadorsd’unsupermercatdeMollet del Vallès(Vallès Oriental) que li van impedir sostreure unes ampolles de beguda de l’establiment, uns fets pels quals ja ha ingressat a la presó.
Desmantellada a l’Hospitalet una trama dedicada a regularitzar ciutadans estrangers;https://www.elperiodico.cat/ca/hospitalet/20220715/desmantellada-hospitalet-trama-dedicada-regularitzar-estrangers-contractes-falsos-14087177;15/07/2022;LaPolicia Nacionalha desmantellat a l’Hospitalet de Llobregat (Barcelonès) una trama dedicada a laregularització de ciutadans estrangersmitjançantcontractes falsosdel sector domèstic. La investigació es va iniciar l’abril del 2021 sobre un grup criminal que centrava la seva activitat entornd’una gestoria ubicada a l’Hospitalet.
Mor un home per beure’s una ampolla de Jägermeister en 5 minuts per guanyar 12 euros | VÍDEO;https://www.elperiodico.cat/ca/successos/20220714/jagermeister-mor-beure-ampolla-sencera-aposta-video-14079330;14/07/2022;Lapolicia de Sud-àfricainvestiga lamort d’un home, que tenia entre 25 i 30 anys, després d’ingerir unaampolla sencera de Jägermeisteren menys decinc minuts.
Vídeo | Detinguts a Barcelona dos lladres de rellotges més;https://www.elperiodico.cat/ca/successos/20220714/video-detinguts-barcelona-lladres-rellotges-14076700;14/07/2022;Agents dels Mossos de Barcelona han detingut dos homes, de 40 i 44 anys, com a presumptes autors dedos robatoris violents iuna temptativa de robatori violentde rellotgesal carrer. Els dos detingutsactuaven des d’una motocicletaper assegurar-se la fuga i per actuar de manera més ràpida.
Ascendeixen a tres les noves denúncies contra el pederasta Linares;https://www.elperiodico.cat/ca/successos/20220713/abusos-pederastia-linares-la-surt-li-coloms-noves-denuncies-14063449;13/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Detenen un home per robar un mòbil d’una estrebada a Santa Coloma;https://www.elperiodico.cat/ca/santa-coloma/20220712/aturen-lladre-mobil-estrebada-santa-coloma-14063523;12/07/2022;ElsMossos d’Esquadravan detenir divendres 8 de juliol a Badalona (Badalona) un home acusat derobar un telèfon mòbil a una noia que passejava per Santa Coloma de Gramenet(Barcelonès). La víctima va denunciar que li havien sostret l’aparell d’una estrebada quan anava caminant amb el seu gos.
Un policia nacional evita el suïcidi d’una dona a l’Hospitalet;https://www.elperiodico.cat/ca/hospitalet/20220712/policia-nacional-evita-suicidi-dona-hospitalet-14055623;12/07/2022;Un agent de laPolicia Nacionalde la comissaria de l’Hospitalet de Llobregat (Barcelonès)ha salvat la vida d’una dona que s’estava provocant lesions amb un ganivet de grans dimensionsamb la intenció de suïcidar-se. Els fets van passar el mes de juny passat, quan l’agent, que estava donant servei a l’oficina d’expedició de documents de la comissaria de l’Hospitalet, va ser requerit per una ciutadana que alertava que una veïna del seu portal s’estava intentant suïcidar, va explicar aquest dilluns el Cos Nacional de Policia en un comunicat.
La llibreta dels lladres que robaven en xalets de famosos: «Messi, Nadal, Aznar, Pablo Iglesias...»;https://www.elperiodico.cat/ca/successos/20220712/robatoris-cases-famosos-messi-nadal-aznar-esglesies-14059208;12/07/2022;«Seleccionaven vivendes concretes (xalets) normalment d’empresaris i de persones famoses amb gran poder adquisitiu».L’informe de la Policia Nacionalinclòs en el sumari recull com triava els seus objectius la banda que va assaltar el xalet deRonaldo Nazárioa Eivissa. Els investigadors van recuperar fins i tot una llibreta en què apareixien futurs objectius de la banda.
Detingut el treballador d’un xiringuito de Mataró per agredir sexualment una menor;https://www.elperiodico.cat/ca/successos/20220711/detingut-treballador-xiringuito-mataro-agredir-sexualment-menor-14057548;11/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Veïns de l’Hospitalet es manifesten contra els intents d’agressions sexuals del Gornal;https://www.elperiodico.cat/ca/hospitalet/20220711/veins-hospitalet-manifesten-contra-intents-agresion-sexual-gornal-14050524;11/07/2022;Veïns del barri del Gornalde l’Hospitalet de Llobregat (Barcelonès) es van manifestar aquest diumenge en solidaritat amb les tres dones, dues d’elles menors, que van patirun intent d’agressió sexual la nit de divendrespassat, casos pels quals un home vaser detingut per un mosso que estava fora de servei. Els veïns, convocats pelGrup de Dones del Gornal, s’han concentrat davant el monòlit ubicat a l’avinguda Carmen Amaya de l’esmentat barri en solidaritat amb les dones i per demanar «que els cossos de seguretat vetllin per totes davant aquesta xacra».
VÍDEO | 31 detinguts en un dispositiu policial contra el narcotràfic a Badalona;https://www.elperiodico.cat/ca/badalona/20220711/operatiu-policial-narcotrafico-barri-sant-roc-badalona-14052805;11/07/2022;ElsMossos d’Esquadrahandetingut 31 personesen el marc d’una operació portada a terme aquest dilluns 11 de juliol a la matinadacontra una organització criminal per tràfic de drogues i blanqueig de les capitalsque operava principalment des del barri de Sant Roc de Badalona (Barcelonès).
Els lladres de cases tornen a robar a Catalunya però sense l’activitat del 2019;https://www.elperiodico.cat/ca/successos/20220711/lladres-robatoris-domicili-catalunya-barcelona-pisos-14036360;11/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Consells per evitar robatoris al domicili durant les vacances;https://www.elperiodico.cat/ca/successos/20220711/consells-mossos-robatoris-pisos-cases-14036992;11/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
El jutge ordena buscar l’ADN a la roba interior de les nenes d’Alcàsser i a la moqueta que embolicava els seus cadàvers;https://www.elperiodico.cat/ca/successos/20220711/nenes-alcasser-adn-moqueta-roba-14052128;11/07/2022;La justícia acorda practicar noves proves en el cas de lesnenes d’Alcàsser. El jutjat d’instrucció número 6 d’Alzira (València) ha aprovat realitzar noves anàlisis genètiques de la roba que vestienla Toñi, la Miriam i la Desiréeel 13 de novembre de 1992, quanMiguel Ricart i Antonio Anglésles van segrestar, violar, torturar i assassinar. El jutge ordena també fer noves proves genètiques sobre la moqueta que els assassins van utilitzar per embolicar i traslladar els cadàvers de les tres adolescents.
Llibertat amb cautelars per a tres dels detinguts per una possible violació en grup a Barcelona;https://www.elperiodico.cat/ca/successos/20220710/llibertat-cautelars-tres-detinguts-violacio-grupal-barcelona-14050818;10/07/2022;ElJutjat d’Instrucció número 18, en funcions de guàrdia, de Barcelona ha decretat aquest diumengellibertat amb mesures cautelarsper a tres dels sis detinguts dissabte per unapresumpta agressió sexual conjunta a una jove a Barcelona.
Desarticulada una màfia albanesa que traficava amb marihuana des de Tarragona;https://www.elperiodico.cat/ca/successos/20220710/desarticulada-mafia-albanesa-traficava-marihuana-14048199;10/07/2022;14 personeshan sigutdetingudespels Mossos d’Esquadra en una operació en la qual handesarticulat un grup criminal especialitzat en el cultiu i tràfic de marihuanaa la zona delCamp de Tarragona, on es van practicar nou escorcolls en naus industrials i domicilis.
Mor electrocutat un treballador en un carrer de Cardona;https://www.elperiodico.cat/ca/successos/20220709/mor-electrocutat-treballador-carrer-cardona-14045012;09/07/2022;Un home de 33 anys ha mort aquest dissabteelectrocutatmentre treballava a la via pública al municipi barceloní deCardona, han informat els Mossos en un comunicat.
La nit que l’estafador de l’amor va enganyar dues prostitutes;https://www.elperiodico.cat/ca/successos/20220709/nit-estafador-amor-engano-prostitutes-14040545;09/07/2022;Va contractardues prostitutes per a «un servei sexual de llarga durada». Albert Cavallé, conegut com l’estafador de l’amor, va oferir pagar-los 100 euros l’hora a cada una a canvi que passessin amb ell la tarda i la nit del 31 d’agost del 2020 en un pis del districte barceloní de Sants. Es va presentar davant les dues dones com un jove ben plantat, educat i ric, molt ric. Segons l’escrit del fiscal, al qual ha accedit CASO ABIERTO, Cavallé va presumir davant d’elles de ser eljove hereu d’una enorme fortunai els va assegurar que era «fill de l’amo de l’Hotel Catalonia Barcelona Plaza».
Ferit després d’una explosió un home que manipulava aerosols a Santa Coloma;https://www.elperiodico.cat/ca/santa-coloma/20220708/ferit-home-santa-coloma-explosio-aerosols-14035847;08/07/2022;Unapersona de 52 anysva resultar ferida dimecres passat 6 de juliol ambcremades de segon graua l’espatlla a conseqüència d’unaexplosió en una vivenda del número 23 del carrer Rosellesde Santa Coloma de Gramenet (Barcelonès). Es tracta d’una de les dues persones que convivien al pis, l’altra és la seva mare de 89 anys, que va sortir il·lesa del succés.
El TSJC confirma 27 anys de presó per a un home que va matar la seva parella a l’Hospitalet el 2019;https://www.elperiodico.cat/ca/hospitalet/20220708/tsjc-27-anys-preso-home-matar-parella-hospitalet-14033656;08/07/2022;ElTribunal Superior de Justícia de Catalunya(TSJC) ha confirmat totalment la condemna a gairebé 27 anys de presó contra un home queva matar la seva parella a cops a l’Hospitalet de Llobregatl’agost del 2019.
Els lladres violents, tan actius a Barcelona com abans de la pandèmia;https://www.elperiodico.cat/ca/successos/20220707/lladres-violents-barcelona-pandemia-14027567;07/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Confisquen sis tones de marihuana en Vilassar de Mar (Barcelona), la partida més gran intervinguda a Espanya;https://www.elperiodico.cat/ca/successos/20220707/major-partida-marihuana-espana-vilassar-mar-14023495;07/07/2022;LaPolicia Nacionali laGuàrdia Civilhan desmantellat una plantació a Vilassar de Mar (Barcelona) en la qualhan confiscat més de sis tones demarihuana, que suposala partida més gran intervinguda a Espanyai que, segons els investigadors, funcionava «almenys» des del 2018.
Trobada la burilla que va causar el segon incendi que va calcinar 128 hectàrees a Artesa de Segre;https://www.elperiodico.cat/ca/successos/20220707/trobada-burilla-causo-segon-incendi-artesa-de-segre-14026039;07/07/2022;ElsAgents Ruralshan trobat la burilla que –segons els investigadors– va causar elsegon incendi d’Artesa de Segre(Lleida) a prop de la carretera C-14, al terme municipal de la localitat.
Ingressa a la presó un lladre de cotxes de Girona després de 34 detencions;https://www.elperiodico.cat/ca/successos/20220707/prision-ladron-cotxes-salt-girona-14025234;07/07/2022;El jutge ha enviat a presóun lladre multireincidentque es dedicava a rebentar cotxes a Salt (Gironès) i a Girona perrobar el que hi trobava dins.
El triatleta Fernando Zorrilla, atropellat per un conductor ebri i drogat;https://www.elperiodico.cat/ca/esports/20220707/triatleta-fernando-zorrilla-atropellat-conductor-14020237;07/07/2022;El triatleta aragonès Fernando Zorrilla va ser atropellat aquest dimarts aSaragossa mentre anava amb bicicleta per la capital aragonesa. El succés va passar pels volts de les nou del matí al carrer Asín y Palacios. El conductor del turisme que el va arrossegar, d’inicials R.D.L i 33 anys, va donarpositiu en el control d’alcoholèmia i de drogues. Malgrat la gravetat de l’accident,la vida de l’esportista no corre perill. El triatleta ha patit unaruptura neta de la pelvisper diverses zones, una ferida oberta a la cintura i rascades per tot el cos, i es manté ingressat a l’hospital.
Submarins teledirigits per entrar droga a Europa;https://www.elperiodico.cat/ca/successos/20220706/submarins-drons-caletes-traficar-europa-policia-nacional-14018138;06/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Un incendi en una química de la Llagosta obliga a confinar la població;https://www.elperiodico.cat/ca/societat/20220706/incendio-quimica-llagosta-confinar-poblacio-14014129;06/07/2022;Unincendiha afectat aquesta matinada unaindústria químicadela Llagosta(Vallès Oriental, Barcelona). La situació ha obligat aconfinar els habitantsd’aquesta localitat, la part sud de Mollet del Vallès i el nucli de la Florida durant diverses hores, malgrat que a primera hora del matí s’havia aixecat el confinament.
Detingut el lladre que va arrencar un rellotge a un turista a la Via Laietana;https://www.elperiodico.cat/ca/successos/20220706/detingut-ladron-rellotge-turista-barcelona-video-via-laietana-14014128;06/07/2022;Els Mossoshan detingut a Barcelona un jove pel robatori d’un rellotgea un turista a la Via Laietana. Fruit de la investigació, la policia l’ha relacionat, a més, amb tres robatoris de rellotges i una cadena d’or.Té 19 anys i ja té 6 antecedents.
El pilot ‘Pecco’ Bagnaia triplica la taxa d’alcohol al volant i pateix una accident a Eivissa;https://www.elperiodico.cat/ca/esports/20220705/pecco-bagnaia-accident-trafic-eivissa-moto-gp-14012019;05/07/2022;Poc després de les tres del matí de dimarts tenia lloc un accident de trànsit a la rotonda de ses Salines d’Eivissa. Un vehicle Citroënsortia de la carretera iacabava a la cunetasense que s’hi veiés implicat cap altre vehicle.
La violència sexual va augmentar a Catalunya durant el tancament de les discos;https://www.elperiodico.cat/ca/successos/20220705/abusos-agressions-sexuals-catalunya-discoteques-botellon-14010383;05/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Desallotgen una empresa farmacèutica de Cornellà per una fuita de productes;https://www.elperiodico.cat/ca/cornella/20220705/desallotgen-empresa-farmaceutica-cornella-fuita-14009636;05/07/2022;ElsBombershan desallotjat unaempresa de fabricació d’ingredients farmacèutics de Cornellà de Llobregat(Baix Llobregat) per unafuita en un tanc. Segons ha informat el cos de Bombers, el dipòsit contévinilpiridina, monometilamina i àcid clorhídric. Així, per seguretat, s’han confinat les naus del voltant.
Un guàrdia civil, el conductor acusat d’atropellar Valverde;https://www.elperiodico.cat/ca/successos/20220705/conductor-acusat-atropellar-valverde-ciclistes-14007770;05/07/2022;El conductor, de 69 anys, acusatdelpresumpte atropellament intencionat que va patir elciclista Alejandro Valverde i companys de l’equip Movistar dissabte passat a la pedania murciana de Javalí Viejo va ser guàrdia civil, segons ha informat aquest dimarts la seva lletrada, Ariane Santiago.
Cau un grup criminal que venia amb atractives ofertes per internet productes que mai enviava;https://www.elperiodico.cat/ca/successos/20220705/grup-criminal-vendia-atractives-ofertes-productes-per-enviar-14006682;05/07/2022;Agents del Departament contra el Crim Cibernètic de laUnitat Central Operativade la Guàrdia Civil han desmantellat un grup criminal dedicat a la venda de productes a través de70 pàgines web fraudulentesi ha procedit a la detenció dels seus set integrants.
Un incendi obliga a confinar els veïns de dos sectors de Montcada i Reixac;https://www.elperiodico.cat/ca/successos/20220704/incendi-obliga-confinar-veins-montcada-i-reixac-14002767;04/07/2022;Unincendi de camps de rostollsha obligat a confinar a casa seva els veïns dedos sectors de Montcada i Reixac(Vallès Occidenta, Barcelona), han informat aquest dilluns els Bombers de la Generalitat.
Tres morts i diversos ferits després d’un tiroteig en un centre comercial de Copenhaguen;https://www.elperiodico.cat/ca/successos/20220704/tiroteig-centre-comercial-copenhague-morts-13996565;04/07/2022;Tres persones van ser assassinadesen un tiroteig en un centre comercial de Copenhaguenaquest diumenge, segons va informar la policia danesa, que va afegir que entre els diversos ferits n’hi ha tres que estan en estat crític.
Mor la dona apunyalada pel gendre a Badia del Vallès;https://www.elperiodico.cat/ca/successos/20220702/mor-sogra-apunyalada-gendre-badia-del-valles-13989256;02/07/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Una jove pateix una violació grupal en ple carrer al centre de València;https://www.elperiodico.cat/ca/successos/20220702/jove-pateix-violacio-grupal-ple-13988602;02/07/2022;La Policia Nacional investiga la violació grupal a una jove de 26 anys que va ser abordada per tres desconeguts de matinada en un cèntric carrer de València el 18 de juny. Els assaltants la van agredir sexualment sobre el capó d’un cotxe mentre la víctima demanava ajuda, però ningú va sentir els seus crits d’auxili. Segons va denunciar l’agredida aquell matí, tot just sortir de l’hospital, dos dels agressors la van subjectar per la força mentre el tercer la penetrava, tot i que a causa de l’estat de xoc en el qual es trobava i que l’havien posat contra el capó, no sap si la va violar un o més d’un, com avançaLevante-EMV, diari dePrensa Ibérica, el grup editorial al qual pertany aquest mitjà.
